,grid0,16,300,509581,835.199374,417.954442,2,1
,airport18,16,300,15021,1007.924405,505.302805,2,1
,airport5,16,300,14198,1021.409465,503.613804,2,1
,airport1,16,300,14334,1024.894600,505.980239,2,1
,airport11,16,300,12596,1041.437580,535.918290,2,1
,airport2,16,300,15205,1045.414721,511.232396,2,1
,airport3,16,300,15542,1051.425854,559.779647,2,1
,airport6,16,300,13145,1055.749771,548.984335,2,1
,airport9,16,300,15921,1059.057642,545.630153,2,1
,airport16,16,300,11862,1059.583128,545.612997,2,1
,airport10,16,300,14498,1063.398546,551.914587,2,1
,airport8,16,300,15483,1068.118132,547.734639,2,1
,airport0,16,300,14896,1069.782884,555.579790,2,1
,airport17,16,300,15269,1072.886806,546.594500,2,1
,airport4,16,300,14904,1075.295306,550.991908,2,1
,airport12,16,300,15751,1075.953245,551.487772,2,1
,airport7,16,300,16179,1086.980587,559.969171,2,1
,airport14,16,300,12891,1104.270899,542.550267,2,1
,grid6,16,600,9496,1389.747128,701.736051,2,1
,grid8,16,600,81643,1391.648036,704.501442,2,1
,grid5,16,600,13297,1398.556891,704.111264,2,1
,grid14,16,600,7613,1404.198825,706.539841,2,1
,airport11,16,600,11232,1569.682508,792.740075,2,1
,airport9,16,600,13865,1584.034658,800.421008,2,1
,airport19,16,600,13833,1588.167068,814.649500,2,1
,airport18,16,600,12746,1591.689883,814.914292,2,1
,airport1,16,600,13719,1597.154607,822.060492,2,1
,airport8,16,600,12369,1600.589729,832.010516,2,1
,airport16,16,600,10726,1600.977268,831.742621,2,1
,airport12,16,600,13999,1603.887241,834.900708,2,1
,airport2,16,600,13324,1603.785685,832.547225,2,1
,airport6,16,600,11826,1605.706767,833.027562,2,1
,airport14,16,600,11156,1606.395408,834.336194,2,1
,airport3,16,600,13481,1607.142010,838.588062,2,1
,airport17,16,600,13713,1608.296213,835.781038,2,1
,airport10,16,600,12622,1608.439497,835.247801,2,1
,airport7,16,600,13651,1609.785979,838.832182,2,1
,airport13,16,600,11255,1611.757835,836.510286,2,1
,airport5,16,600,13622,1611.716491,841.077711,2,1
,airport15,16,600,13058,1612.108386,840.139435,2,1
,airport0,16,600,12926,1612.445942,836.689783,2,1
,grid19,16,600,9028,2081.350174,1407.691439,3,2
,grid10,16,600,7545,10871.909959,3405.430808,16,5
,grid16,16,600,7804,10888.061996,3411.705018,16,5
,grid3,16,600,8384,10910.330654,3448.786160,16,5
,grid0,16,600,8077,10915.807650,3458.522961,16,5
,grid1,16,600,7717,11565.890652,4100.093019,17,6
,airport4,16,600,11511,12052.388174,1605.217894,16,2
,grid15,16,600,8490,12247.027285,4884.552846,18,7
,grid17,16,600,8564,16255.456726,8901.378746,24,13
3,100,grid7,15,0,65.316004,64.444626,1,1
3,100,grid2,15,0,67.808630,66.950831,1,1
3,100,grid6,15,0,68.272780,67.693825,1,1
3,100,grid0,15,0,68.569904,67.919781,1,1
3,100,grid11,15,0,69.702599,69.134150,1,1
3,100,grid1,15,0,70.369780,69.641842,1,1
3,100,grid12,15,0,71.940525,71.358321,1,1
3,100,grid10,15,0,72.310640,71.453036,1,1
3,100,grid4,15,0,73.186465,72.626563,1,1
3,100,grid13,15,0,73.576563,72.707348,1,1
3,100,grid15,15,0,73.590265,73.023118,1,1
3,100,grid19,15,0,74.358008,73.672709,1,1
3,100,grid16,15,0,75.080698,74.516884,1,1
3,100,grid3,15,0,76.748919,76.034278,1,1
3,100,grid17,15,0,77.632818,77.063200,1,1
3,100,grid18,15,0,80.032734,79.469538,1,1
3,100,grid14,15,0,80.260396,79.697607,1,1
3,100,grid8,15,0,80.554073,79.981207,1,1
3,100,grid9,15,0,81.983216,81.438856,1,1
3,100,grid5,15,0,85.661087,85.098130,1,1
3,100,airport18,15,0,129.157761,128.107041,1,1
3,100,airport14,15,0,130.019306,128.979248,1,1
3,100,airport5,15,0,130.308737,129.226661,1,1
3,100,airport0,15,0,130.783304,129.810569,1,1
3,100,airport7,15,0,130.594413,129.536106,1,1
3,100,airport4,15,0,132.152016,131.148402,1,1
3,100,airport15,15,0,132.845950,131.834611,1,1
3,100,airport2,15,0,133.099698,132.095000,1,1
3,100,airport3,15,0,133.787450,132.773505,1,1
3,100,airport16,15,0,135.204982,134.197128,1,1
3,100,airport11,15,0,135.450657,134.480721,1,1
3,100,airport12,15,0,135.693446,134.668343,1,1
3,100,airport10,15,0,135.745279,134.713237,1,1
3,100,metroplex1,15,0,135.657860,134.437073,1,1
3,100,airport9,15,0,136.175150,135.164593,1,1
3,100,metroplex5,15,0,136.145949,134.994188,1,1
3,100,airport17,15,0,137.874329,136.899534,1,1
3,100,metroplex8,15,0,137.654842,135.776358,1,1
3,100,metroplex0,15,0,137.813647,136.680861,1,1
3,100,airport19,15,0,138.462144,137.482312,1,1
3,100,metroplex18,15,0,138.573344,137.409554,1,1
3,100,metroplex4,15,0,138.799629,137.331817,1,1
3,100,metroplex17,15,0,138.936020,137.809613,1,1
3,100,metroplex3,15,0,139.001306,137.856254,1,1
3,100,metroplex9,15,0,140.232681,139.132577,1,1
3,100,airport1,15,0,140.595247,139.636536,1,1
3,100,metroplex6,15,0,140.457706,139.322311,1,1
3,100,metroplex16,15,0,141.047014,139.934936,1,1
3,100,airport8,15,0,141.556841,140.639990,1,1
3,100,metroplex10,15,0,142.394892,141.286556,1,1
3,100,airport6,15,0,144.112157,143.190723,1,1
3,100,metroplex12,15,0,144.917453,143.807792,1,1
3,100,airport13,15,0,145.454590,144.535573,1,1
3,100,metroplex11,15,0,145.369837,144.264454,1,1
3,100,metroplex19,15,0,145.958143,144.852522,1,1
3,100,metroplex13,15,0,146.675872,145.590252,1,1
3,100,metroplex7,15,0,147.696771,146.614558,1,1
3,100,metroplex2,15,0,148.621360,147.542466,1,1
3,100,metroplex14,15,0,148.767510,147.678149,1,1
3,100,metroplex15,15,0,153.812091,152.725215,1,1
3,100,airport16,600,16448,135.770417,68.029732,2,1
3,100,airport11,600,16329,136.457345,70.028770,2,1
3,100,airport8,600,19976,136.506826,70.555004,2,1
3,100,airport14,600,16447,137.768276,71.376761,2,1
3,100,grid14,600,8036,604.990370,302.903609,2,1
3,100,grid8,600,11598,605.353896,303.010878,2,1
3,100,grid6,600,9575,605.587604,303.236035,2,1
3,100,grid16,600,11448,605.762066,303.333398,2,1
3,100,airport2,600,14345,610.233997,305.849767,2,1
3,100,airport17,600,14139,610.157087,305.728978,2,1
3,100,airport12,600,13992,610.455585,305.903665,2,1
3,100,airport13,600,11021,610.502020,305.887339,2,1
3,100,airport8,600,12760,610.482242,305.876978,2,1
3,100,airport0,600,13692,610.735361,305.724548,2,1
3,100,airport1,600,13512,610.557707,305.824262,2,1
3,100,airport11,600,11485,610.850057,305.956532,2,1
3,100,airport4,600,13476,610.570116,306.054922,2,1
3,100,airport9,600,13483,610.737661,306.095318,2,1
3,100,airport14,600,11744,610.944656,305.896072,2,1
3,100,airport7,600,14115,610.880986,306.126351,2,1
3,100,airport15,600,13656,611.033272,305.791294,2,1
3,100,airport19,600,15173,611.108847,306.104045,2,1
3,100,airport5,600,13174,610.930346,306.081843,2,1
3,100,metroplex6,600,15841,611.076131,306.348814,2,1
3,100,airport16,600,11917,611.425439,306.121134,2,1
3,100,airport18,600,13166,611.771529,306.200079,2,1
3,100,airport6,600,12202,611.593708,306.345628,2,1
3,100,airport3,600,13426,611.819503,306.224092,2,1
3,100,grid14,600,7561,1205.423712,603.099653,2,1
3,100,grid13,600,8613,1205.650203,602.891239,2,1
3,100,grid6,600,9448,1205.701441,603.093266,2,1
3,100,grid9,600,9737,1205.871180,602.959185,2,1
3,100,grid7,600,7791,1206.064878,603.220748,2,1
3,100,grid1,600,8402,1206.421934,603.089550,2,1
3,100,airport17,600,13319,1211.019552,606.215149,2,1
3,100,airport13,600,10767,1211.212745,606.263444,2,1
3,100,airport2,600,13703,1211.172725,606.295985,2,1
3,100,airport0,600,12982,1211.496501,606.103707,2,1
3,100,airport1,600,13103,1211.422152,606.236058,2,1
3,100,airport11,600,10842,1211.558509,606.167438,2,1
3,100,airport12,600,13596,1211.533314,606.262131,2,1
3,100,airport9,600,13095,1211.401359,606.201865,2,1
3,100,airport14,600,11349,1211.554523,606.095055,2,1
3,100,airport4,600,12565,1211.515801,606.532151,2,1
3,100,airport7,600,13380,1211.354493,606.280479,2,1
3,100,airport8,600,12171,1211.482536,606.491662,2,1
3,100,airport19,600,14009,1211.755727,606.629793,2,1
3,100,metroplex2,600,8026,1211.552759,606.699782,2,1
3,100,airport15,600,12797,1212.023676,606.438901,2,1
3,100,airport5,600,12990,1211.882604,606.605525,2,1
3,100,airport18,600,12880,1212.079000,606.167886,2,1
3,100,metroplex9,600,10644,1211.943502,606.823355,2,1
3,100,airport6,600,11844,1212.267725,606.393648,2,1
3,100,airport3,600,13388,1212.645590,607.374088,2,1
3,100,metroplex6,600,13156,1213.267368,608.349435,2,1
3,100,metroplex15,600,10793,1213.370267,608.190508,2,1
3,100,grid8,600,9408,1807.692955,1205.507012,3,2
3,100,grid16,600,9318,1808.267821,602.913318,3,1
3,100,airport10,600,11610,4860.885164,1521.198086,16,5
3,100,grid10,600,8074,6039.834052,605.104369,20,2
3,100,grid3,600,8393,6039.841836,2720.030940,20,9
3,100,grid0,600,8906,6945.280954,3625.298462,23,12
3,100,grid15,600,8060,8455.289570,5135.812255,28,17
3,100,grid2,600,7679,8427.246390,1807.492758,14,3
3,100,grid4,600,7664,9028.921323,2409.375932,15,4
3,100,grid11,600,7383,9029.669536,2409.952209,15,4
3,100,grid0,600,8449,9029.782957,2409.334029,15,4
3,100,grid10,600,7998,9631.069475,1205.482257,16,2
3,100,grid15,600,8043,9631.592265,3011.656702,16,5
3,100,grid12,600,8123,9631.750179,3011.600480,16,5
3,100,grid3,600,8477,10232.895403,3613.236186,17,6
3,100,grid17,600,8362,10234.063704,3614.312842,17,6
3,100,airport10,600,11194,10262.532779,3625.584591,17,6
3,100,grid18,600,8430,10834.875259,4215.102053,18,7
3,100,grid19,600,8898,10834.925554,602.978628,18,1
3,100,grid5,600,7203,11436.561113,4817.171359,19,8
3,100,airport16,600,10668,11470.259896,4833.489442,19,8
